Date                :       11-22-2010
Time                :       14:15:40
Voltage on Bank     :       
Capacitance         :       
Crowbar             :       
Pretrigger Points   :        250
Sampling period     :        .0000001
Coil Surface        :       50
Type of measurement :       
Sample name         :       
Temperature         :       
                    :       
 -.0000249	 1.960784E-02	 0	
 -.0000248	 3.921569E-03	 0	
 -.0000247	 3.921569E-03	 0	
 -.0000246	 1.176471E-02	 0	
 -.0000245	 1.176471E-02	 0	
 -.0000244	 1.960784E-02	 0	
 -.0000243	 1.960784E-02	 0	
 -.0000242	 3.921569E-03	 0	
 -.0000241	 1.176471E-02	 0	
 -.000024	 1.176471E-02	 0	
 -.0000239	 1.176471E-02	 0	
 -.0000238	 3.921569E-03	 0	
 -.0000237	 3.921569E-03	 0	
 -.0000236	 3.921569E-03	 0	
 -.0000235	 1.176471E-02	 0	
 -.0000234	 3.921569E-03	 0	
 -.0000233	 1.176471E-02	 0	
 -.0000232	 1.176471E-02	 0	
 -.0000231	 1.176471E-02	 0	
 -.000023	 3.921569E-03	 0	
 -.0000229	 3.921569E-03	 0	
 -.0000228	 3.921569E-03	 0	
 -.0000227	 1.176471E-02	 0	
 -.0000226	 3.921569E-03	 0	
 -.0000225	 1.176471E-02	 0	
 -.0000224	 3.921569E-03	 0	
 -.0000223	 3.921569E-03	 0	
 -.0000222	 1.960784E-02	 0	
 -.0000221	 1.960784E-02	 0	
 -.000022	 1.960784E-02	 0	
 -.0000219	 3.921569E-03	 0	
 -.0000218	 1.176471E-02	 0	
 -.0000217	 1.176471E-02	 0	
 -.0000216	 3.921569E-03	 0	
 -.0000215	 1.176471E-02	 0	
 -.0000214	 1.176471E-02	 0	
 -.0000213	-3.921569E-03	 0	
 -.0000212	 3.921569E-03	 0	
 -.0000211	 3.921569E-03	 0	
 -.000021	 1.960784E-02	 0	
 -.0000209	 3.921569E-03	 0	
 -.0000208	 1.176471E-02	 0	
 -.0000207	 1.176471E-02	 0	
 -.0000206	 3.921569E-03	 0	
 -.0000205	 3.921569E-03	 0	
 -.0000204	 1.176471E-02	 0	
 -.0000203	 1.176471E-02	 0	
 -.0000202	 3.921569E-03	 0	
 -.0000201	 1.176471E-02	 0	
 -.00002	 1.176471E-02	 0	
 -.0000199	-3.921569E-03	 0	
 -.0000198	-3.921569E-03	 0	
 -.0000197	 1.176471E-02	 0	
 -.0000196	 3.921569E-03	 0	
 -.0000195	 1.176471E-02	 0	
 -.0000194	 1.960784E-02	 0	
 -.0000193	-3.921569E-03	 0	
 -.0000192	 3.921569E-03	 0	
 -.0000191	 3.921569E-03	 0	
 -.000019	 3.921569E-03	 0	
 -.0000189	 1.176471E-02	 0	
 -.0000188	 3.921569E-03	 0	
 -.0000187	 1.176471E-02	 0	
 -.0000186	 1.176471E-02	 0	
 -.0000185	 3.921569E-03	 0	
 -.0000184	 1.960784E-02	 0	
 -.0000183	 1.960784E-02	 0	
 -.0000182	 1.176471E-02	 0	
 -.0000181	 3.921569E-03	 0	
 -.000018	 3.921569E-03	 0	
 -.0000179	 1.176471E-02	 0	
 -.0000178	 1.960784E-02	 0	
 -.0000177	 1.176471E-02	 0	
 -.0000176	 1.176471E-02	 0	
 -.0000175	 1.960784E-02	 0	
 -.0000174	 3.921569E-03	 0	
 -.0000173	 1.176471E-02	 0	
 -.0000172	 3.921569E-03	 0	
 -.0000171	 1.176471E-02	 0	
 -.000017	 1.960784E-02	 0	
 -.0000169	 1.176471E-02	 0	
 -.0000168	 3.921569E-03	 0	
 -.0000167	 1.176471E-02	 0	
 -.0000166	 1.176471E-02	 0	
 -.0000165	 1.176471E-02	 0	
 -.0000164	 1.176471E-02	 0	
 -.0000163	 3.921569E-03	 0	
 -.0000162	 1.176471E-02	 0	
 -.0000161	 3.921569E-03	 0	
 -.000016	 3.921569E-03	 0	
 -.0000159	 1.176471E-02	 0	
 -.0000158	 1.176471E-02	 0	
 -.0000157	 3.921569E-03	 0	
 -.0000156	 3.921569E-03	 0	
 -.0000155	 3.921569E-03	 0	
 -.0000154	 3.921569E-03	 0	
 -.0000153	 1.176471E-02	 0	
 -.0000152	-3.921569E-03	 0	
 -.0000151	 3.921569E-03	 0	
 -.000015	 1.960784E-02	 0	
 -.0000149	 1.960784E-02	 0	
 -.0000148	 1.176471E-02	 0	
 -.0000147	 1.176471E-02	 0	
 -.0000146	 1.176471E-02	 0	
 -.0000145	 1.176471E-02	 0	
 -.0000144	 3.921569E-03	 0	
 -.0000143	 3.921569E-03	 0	
 -.0000142	 3.921569E-03	 0	
 -.0000141	 3.921569E-03	 0	
 -.000014	 3.921569E-03	 0	
 -.0000139	 1.176471E-02	 0	
 -.0000138	 1.176471E-02	 0	
 -.0000137	 1.176471E-02	 0	
 -.0000136	 1.176471E-02	 0	
 -.0000135	 3.921569E-03	 0	
 -.0000134	 3.921569E-03	 0	
 -.0000133	 1.176471E-02	 0	
 -.0000132	 3.921569E-03	 0	
 -.0000131	 1.176471E-02	 0	
 -.000013	-3.921569E-03	 0	
 -.0000129	 3.921569E-03	 0	
 -.0000128	 1.176471E-02	 0	
 -.0000127	 1.176471E-02	 0	
 -.0000126	 3.921569E-03	 0	
 -.0000125	-3.921569E-03	 0	
 -.0000124	 3.921569E-03	 0	
 -.0000123	 1.960784E-02	 0	
 -.0000122	 3.921569E-03	 0	
 -.0000121	 1.176471E-02	 0	
 -.000012	 1.960784E-02	 0	
 -.0000119	 1.176471E-02	 0	
 -.0000118	 3.921569E-03	 0	
 -.0000117	 1.176471E-02	 0	
 -.0000116	 1.960784E-02	 0	
